Crop Type,Soil Type,Temperature (°C),Humidity (%),Soil Moisture (%),Rainfall (mm),Water Requirement (L/sq.m)
Rice,Sandy,36.95,60.79,86.55,70.94,0.0
Cotton,Sandy,32.39,51.81,80.89,56.74,0.0
Barley,Clay,12.81,24.03,47.04,253.72,0.0
Wheat,Clay,15.8,70.34,94.94,234.41,0.0
Maize,Loamy,22.9,11.67,26.97,71.12,0.0
Rice,Peat,15.27,68.07,88.72,159.18,0.0
Sugarcane,Sandy,14.87,74.72,87.46,75.13,0.0
Soybean,Clay,21.8,86.82,38.66,281.63,0.0
Soybean,Clay,15.14,70.32,67.9,178.2,0.0
Barley,Clay,44.61,43.97,85.13,107.62,0.0
Rice,Clay,16.09,12.58,86.1,34.23,1.52
Rice,Peat,29.75,58.18,30.37,93.25,0.0
Maize,Sandy,34.82,23.48,51.28,160.5,0.0
Maize,Loamy,35.79,25.94,59.74,272.66,0.0
Soybean,Sandy,17.73,66.46,97.49,299.21,0.0
Maize,Loamy,36.92,60.06,22.27,248.75,0.0
Soybean,Sandy,20.16,77.21,61.27,20.68,0.0
Soybean,Peat,28.5,21.13,25.4,247.19,0.0
Wheat,Loamy,12.64,55.69,75.99,184.87,0.0
Barley,Sandy,19.65,60.85,4.07,199.66,0.0
Soybean,Loamy,34.25,41.46,24.05,33.92,3.13
Barley,Loamy,38.27,60.3,50.64,257.03,0.0
Tomato,Peat,32.72,32.54,11.98,151.86,0.0
Barley,Clay,13.42,28.94,28.05,260.66,0.0
Wheat,Loamy,29.03,14.48,66.21,90.31,0.0
Barley,Loamy,32.29,31.23,22.11,6.84,6.05
Maize,Peat,14.6,65.41,66.99,210.55,0.0
Sugarcane,Sandy,26.54,24.93,7.06,237.61,0.0
Tomato,Silt,29.74,71.34,5.25,153.5,0.0
Soybean,Silt,42.81,37.02,22.9,270.83,0.0
Rice,Peat,41.96,75.23,2.56,194.65,0.0
Soybean,Sandy,42.69,74.66,62.99,139.5,0.0
Maize,Peat,21.35,48.6,22.04,245.89,0.0
Soybean,Peat,18.34,53.39,26.84,262.54,0.0
Barley,Sandy,30.58,62.75,41.44,187.0,0.0
Wheat,Silt,26.22,63.54,58.62,270.1,0.0
Cotton,Clay,35.69,87.95,29.79,222.78,0.0
Sugarcane,Loamy,24.98,23.81,24.12,181.85,0.0
Sugarcane,Peat,37.18,84.74,97.41,11.91,0.88
Sugarcane,Clay,32.68,81.53,9.8,46.61,0.0
Rice,Clay,12.74,84.35,63.96,68.8,0.0
Sugarcane,Loamy,28.13,33.21,60.81,260.06,0.0
Wheat,Peat,42.39,42.27,90.69,275.75,0.0
Wheat,Loamy,10.84,15.81,30.98,223.78,0.0
Tomato,Loamy,35.47,37.42,68.07,35.26,4.07
Maize,Peat,38.01,62.26,1.05,163.02,0.0
Maize,Loamy,12.15,63.65,77.25,264.43,0.0
Tomato,Peat,39.11,37.42,64.58,148.39,0.0
Tomato,Clay,11.77,88.07,17.69,82.17,0.0
Cotton,Clay,16.68,57.77,39.2,107.83,0.0
Wheat,Clay,21.41,46.66,47.22,204.83,0.0
Soybean,Silt,34.18,31.63,90.78,11.08,6.35
Maize,Silt,44.58,66.69,20.67,48.45,0.1
Wheat,Silt,12.31,71.62,96.25,286.31,0.0
Tomato,Sandy,31.03,24.08,2.42,91.01,0.0
Wheat,Silt,29.71,41.18,40.84,235.49,0.0
Barley,Loamy,28.6,41.55,51.69,23.82,2.87
Rice,Silt,16.44,49.13,5.29,294.6,0.0
Barley,Loamy,31.52,45.26,61.22,114.42,0.0
Wheat,Clay,35.64,27.14,72.25,172.28,0.0
Barley,Silt,42.44,58.69,79.83,48.33,0.91
Sugarcane,Peat,33.31,77.66,30.86,116.5,0.0
Wheat,Loamy,43.82,31.13,99.06,183.43,0.0
Cotton,Peat,36.18,51.48,64.07,235.72,0.0
Wheat,Peat,34.68,82.88,15.87,249.58,0.0
Soybean,Loamy,41.77,57.05,62.96,186.71,0.0
Wheat,Peat,26.41,37.54,50.55,40.21,1.63
Maize,Peat,28.61,25.22,11.01,160.39,0.0
Tomato,Sandy,12.94,35.36,5.71,116.57,0.0
Sugarcane,Loamy,14.31,72.17,53.63,156.49,0.0
Maize,Clay,19.35,57.11,77.79,109.43,0.0
Sugarcane,Silt,39.42,43.86,43.17,139.42,0.0
Sugarcane,Clay,20.98,65.03,99.53,216.46,0.0
Sugarcane,Clay,32.63,18.33,5.27,19.03,8.72
Maize,Peat,16.26,68.68,53.68,271.69,0.0
Rice,Clay,13.3,68.92,84.31,69.78,0.0
Tomato,Silt,33.01,48.44,22.21,274.85,0.0
Sugarcane,Loamy,30.28,68.61,4.03,51.12,0.0
Cotton,Clay,26.83,22.2,56.21,203.27,0.0
Barley,Loamy,11.32,40.57,80.74,21.47,0.09
Maize,Silt,21.81,27.28,89.31,115.75,0.0
Sugarcane,Sandy,15.52,17.95,15.0,219.27,0.0
Soybean,Clay,12.18,74.14,34.05,91.29,0.0
Cotton,Peat,16.71,39.44,19.33,126.2,0.0
Rice,Sandy,33.45,40.58,29.49,85.5,0.0
Sugarcane,Sandy,26.42,77.39,36.19,173.18,0.0
Cotton,Silt,27.03,29.81,28.56,45.25,1.53
Tomato,Sandy,40.63,19.46,64.06,141.3,0.0
Wheat,Loamy,13.24,66.72,83.28,269.54,0.0
Wheat,Clay,27.03,68.67,74.8,265.94,0.0
Maize,Silt,35.66,54.17,70.38,184.51,0.0
Cotton,Clay,22.37,69.67,74.24,247.05,0.0
Tomato,Peat,10.38,66.58,66.31,168.64,0.0
Maize,Silt,43.69,38.88,11.13,89.98,0.0
Soybean,Loamy,36.01,39.18,30.7,249.93,0.0
Soybean,Loamy,23.14,45.25,37.96,61.65,0.0
Soybean,Peat,24.98,39.94,23.47,284.52,0.0
Tomato,Silt,36.7,75.0,0.55,79.58,0.0
Soybean,Silt,32.68,21.51,58.32,74.73,1.02
Wheat,Peat,17.26,68.95,31.36,137.17,0.0
Wheat,Clay,28.71,84.91,19.29,191.3,0.0
Barley,Sandy,15.73,62.35,95.8,47.58,0.0
Soybean,Peat,36.42,40.95,58.4,139.24,0.0
Maize,Sandy,43.37,32.33,36.22,168.22,0.0
Soybean,Silt,15.94,30.79,15.91,0.5,3.45
Rice,Silt,29.28,27.18,8.89,81.16,0.0
Rice,Clay,25.21,83.56,10.79,228.0,0.0
Cotton,Silt,11.06,33.51,20.9,25.06,0.0
Sugarcane,Peat,35.57,20.32,29.68,244.13,0.0
Rice,Sandy,29.92,11.5,13.85,143.01,0.0
Rice,Loamy,22.98,75.8,17.53,229.31,0.0
Barley,Sandy,22.86,47.66,17.44,222.21,0.0
Cotton,Loamy,40.71,56.11,64.6,251.53,0.0
Barley,Silt,23.75,66.91,39.87,163.11,0.0
Tomato,Clay,39.34,52.31,4.78,196.79,0.0
Wheat,Silt,20.33,59.12,15.1,104.82,0.0
Tomato,Clay,11.82,59.64,5.9,25.31,0.0
Cotton,Silt,37.54,11.51,74.96,72.79,3.22
Soybean,Silt,37.27,30.28,73.71,275.74,0.0
Tomato,Sandy,24.58,62.69,71.73,19.23,1.19
Tomato,Clay,13.52,38.81,88.61,293.27,0.0
Soybean,Clay,19.16,11.53,35.87,223.98,0.0
Barley,Loamy,36.04,12.26,63.19,164.28,0.0
Sugarcane,Silt,30.51,20.27,3.02,104.69,0.0
Barley,Peat,11.58,82.51,11.03,214.66,0.0
Barley,Sandy,16.91,49.32,84.14,238.66,0.0
Sugarcane,Sandy,10.12,20.01,16.12,206.52,0.0
Cotton,Silt,26.3,39.37,69.85,255.9,0.0
Maize,Peat,29.52,31.66,71.98,57.28,1.0
Wheat,Silt,32.15,70.94,48.88,191.98,0.0
Cotton,Sandy,43.65,53.46,88.15,13.51,4.61
Cotton,Loamy,35.63,42.39,16.72,168.93,0.0
Maize,Sandy,40.69,23.77,19.99,65.96,3.74
Maize,Peat,19.54,62.67,82.58,213.48,0.0
Tomato,Loamy,40.0,65.85,33.92,129.07,0.0
Soybean,Peat,15.29,17.22,3.86,132.3,0.0
Tomato,Loamy,34.76,79.84,87.41,198.37,0.0
Tomato,Clay,36.27,36.14,12.12,186.21,0.0
Cotton,Clay,34.66,73.82,33.24,224.4,0.0
Rice,Silt,20.08,79.03,0.92,121.6,0.0
Cotton,Loamy,29.53,62.46,95.51,246.28,0.0
Sugarcane,Silt,26.72,64.73,91.7,11.84,2.45
Rice,Silt,30.69,15.29,54.39,127.67,0.0
Sugarcane,Peat,35.05,71.83,65.65,101.75,0.0
Soybean,Sandy,17.59,65.95,68.9,220.29,0.0
Wheat,Silt,39.56,59.57,12.66,153.8,0.0
Rice,Silt,42.81,31.96,12.33,45.34,6.21
Cotton,Clay,39.0,43.07,22.55,201.15,0.0
Rice,Loamy,22.32,87.51,26.85,108.81,0.0
Wheat,Sandy,24.46,13.65,35.12,171.26,0.0
Maize,Loamy,29.43,82.24,2.77,101.37,0.0
Wheat,Peat,18.09,37.85,68.67,93.16,0.0
Sugarcane,Clay,30.48,64.62,61.47,259.15,0.0
Cotton,Loamy,11.24,41.71,35.17,264.35,0.0
Tomato,Silt,14.42,83.98,47.3,178.43,0.0
Wheat,Sandy,27.57,79.39,79.84,29.76,0.0
Maize,Clay,12.03,13.31,89.88,61.02,0.0
Sugarcane,Sandy,20.2,45.33,31.5,164.75,0.0
Sugarcane,Clay,34.01,15.9,14.26,123.18,0.0
Soybean,Silt,33.97,54.71,96.82,191.13,0.0
Tomato,Sandy,19.22,76.29,39.06,148.92,0.0
Sugarcane,Sandy,12.73,20.08,44.78,35.68,0.0
Wheat,Sandy,11.44,28.6,97.46,23.06,0.46
Soybean,Silt,15.03,49.12,22.67,185.73,0.0
Cotton,Silt,31.63,74.18,27.06,233.68,0.0
Cotton,Silt,27.94,12.07,61.24,70.71,0.95
Soybean,Sandy,18.75,30.41,93.12,200.95,0.0
Cotton,Loamy,43.6,20.16,74.7,240.88,0.0
Rice,Peat,35.59,81.27,96.26,72.91,0.0
Maize,Peat,11.83,86.25,39.24,153.51,0.0
Tomato,Loamy,14.43,57.23,27.72,88.74,0.0
Cotton,Loamy,36.1,17.73,13.68,294.02,0.0
Wheat,Peat,24.13,83.34,25.69,115.6,0.0
Rice,Loamy,25.72,72.0,41.91,256.42,0.0
Sugarcane,Loamy,31.19,85.11,32.68,89.55,0.0
Maize,Peat,40.08,23.51,57.92,161.36,0.0
Sugarcane,Peat,43.2,26.6,16.0,200.93,0.0
Barley,Sandy,34.4,24.74,90.92,278.86,0.0
Wheat,Sandy,15.13,66.97,8.18,47.56,0.0
Rice,Sandy,23.58,42.8,37.58,76.09,0.0
Cotton,Peat,13.8,57.81,4.1,7.88,0.98
Tomato,Clay,10.41,32.02,35.63,182.37,0.0
Cotton,Clay,32.74,75.34,50.84,27.45,0.0
Maize,Clay,20.87,58.37,72.07,188.75,0.0
Soybean,Sandy,26.07,65.78,93.44,265.07,0.0
Cotton,Sandy,21.55,69.21,15.43,11.17,0.93
Wheat,Silt,43.45,44.04,60.58,105.68,0.0
Wheat,Loamy,32.46,62.51,88.49,272.73,0.0
Cotton,Loamy,31.85,60.98,74.98,233.21,0.0
Soybean,Silt,42.07,40.72,23.34,159.15,0.0
Soybean,Loamy,39.31,51.43,62.79,52.13,1.09
Tomato,Silt,17.86,83.13,47.44,211.42,0.0
Rice,Sandy,27.22,35.54,61.98,108.52,0.0
Sugarcane,Sandy,35.9,84.92,32.22,19.01,0.0
Tomato,Sandy,26.37,20.56,32.5,242.85,0.0
Tomato,Peat,32.13,77.14,18.78,107.48,0.0
Soybean,Silt,11.33,82.54,65.08,217.58,0.0
Barley,Loamy,18.16,60.25,3.8,236.4,0.0
Rice,Clay,14.81,49.28,69.36,188.95,0.0
Maize,Peat,26.95,30.56,56.73,261.05,0.0
Rice,Loamy,24.94,15.9,23.5,257.97,0.0
Rice,Sandy,39.6,27.15,50.25,142.78,0.0
Rice,Clay,14.35,79.99,2.83,122.4,0.0
Tomato,Clay,33.09,30.59,1.43,296.17,0.0
Sugarcane,Silt,13.13,40.14,36.73,100.17,0.0
Sugarcane,Peat,34.86,38.57,48.13,208.11,0.0
Sugarcane,Clay,29.17,78.31,19.28,154.83,0.0
Maize,Clay,34.68,88.35,28.5,157.47,0.0
Sugarcane,Silt,21.09,24.72,34.63,286.08,0.0
Sugarcane,Clay,22.24,36.56,36.5,13.3,4.22
Tomato,Sandy,17.17,67.7,51.79,235.32,0.0
Barley,Sandy,21.1,57.3,5.05,279.13,0.0
Rice,Clay,21.35,58.06,37.08,145.92,0.0
Sugarcane,Clay,22.69,43.67,84.76,117.92,0.0
Cotton,Sandy,13.32,55.05,5.73,176.39,0.0
Wheat,Loamy,17.8,68.99,14.96,277.65,0.0
Cotton,Peat,23.63,81.35,28.35,18.46,0.0
Cotton,Loamy,30.04,59.29,83.92,296.03,0.0
Wheat,Sandy,20.84,26.6,1.78,28.0,2.53
Rice,Sandy,11.31,10.84,58.23,211.92,0.0
Soybean,Peat,21.06,36.97,91.35,222.42,0.0
Soybean,Loamy,35.05,49.3,34.46,98.0,0.0
Barley,Silt,22.18,74.2,91.07,174.91,0.0
Barley,Loamy,37.71,20.45,18.25,117.76,0.0
Barley,Loamy,16.54,27.43,48.42,100.47,0.0
Cotton,Loamy,21.69,28.2,47.63,274.76,0.0
Cotton,Sandy,38.77,20.22,14.68,207.45,0.0
Rice,Sandy,37.91,26.07,84.11,14.27,9.5
Sugarcane,Sandy,25.5,35.69,79.33,83.54,0.0
Rice,Loamy,14.66,51.06,93.36,278.74,0.0
Rice,Clay,10.7,78.45,33.51,226.75,0.0
Sugarcane,Clay,21.92,52.47,88.62,93.69,0.0
Soybean,Sandy,20.4,71.33,5.86,88.93,0.0
Cotton,Peat,14.23,65.36,14.63,103.5,0.0
Maize,Sandy,36.35,84.2,69.33,189.71,0.0
Wheat,Peat,40.94,46.0,52.55,221.63,0.0
Cotton,Silt,39.53,76.23,37.46,228.11,0.0
Sugarcane,Peat,40.19,29.31,4.68,284.89,0.0
Cotton,Loamy,33.04,77.96,19.53,99.5,0.0
Cotton,Loamy,21.02,16.82,6.11,66.43,0.0
Tomato,Peat,40.77,47.94,44.22,30.83,4.19
Soybean,Sandy,18.75,18.51,20.79,20.72,2.87
Rice,Loamy,28.7,66.51,79.38,65.83,0.0
Barley,Silt,23.36,49.51,33.17,35.01,0.39
Maize,Loamy,34.91,48.7,24.57,2.39,5.73
Soybean,Loamy,37.03,66.01,26.75,149.28,0.0
Soybean,Sandy,30.82,32.1,1.53,39.46,2.88
Wheat,Clay,13.82,45.54,4.29,99.34,0.0
Wheat,Sandy,13.89,15.22,84.85,264.82,0.0
Wheat,Loamy,41.2,63.92,64.84,17.1,3.57
Barley,Clay,11.19,45.54,1.26,143.95,0.0
Tomato,Silt,12.3,21.54,53.38,216.0,0.0
Cotton,Sandy,16.93,41.37,51.41,194.43,0.0
Soybean,Loamy,38.35,77.22,65.92,110.25,0.0
Wheat,Silt,22.05,16.99,97.78,252.36,0.0
Soybean,Silt,27.68,31.64,33.42,269.43,0.0
Cotton,Loamy,10.61,48.27,76.18,205.93,0.0
Tomato,Silt,22.16,86.62,16.99,202.6,0.0
Barley,Loamy,17.04,71.15,91.86,34.43,0.0
Maize,Loamy,44.97,70.24,91.49,23.55,2.11
Rice,Clay,27.5,76.11,20.96,86.17,0.0
Wheat,Sandy,26.38,29.31,35.52,15.5,5.13
Soybean,Peat,22.31,38.81,98.59,36.75,0.83
Rice,Clay,41.47,87.72,38.57,128.93,0.0
Maize,Silt,31.04,47.69,60.17,191.58,0.0
Rice,Sandy,20.35,51.95,63.19,106.38,0.0
Barley,Loamy,13.8,15.49,13.64,76.49,0.0
Sugarcane,Sandy,13.6,56.56,10.39,131.46,0.0
Rice,Loamy,30.12,73.24,30.79,229.39,0.0
Cotton,Clay,13.0,58.11,12.42,180.94,0.0
Wheat,Peat,17.62,63.2,8.05,125.45,0.0
Tomato,Silt,21.23,67.54,14.66,100.33,0.0
Soybean,Clay,33.76,24.06,55.09,51.26,3.25
Soybean,Silt,40.3,28.21,78.62,74.49,2.09
Cotton,Loamy,41.07,45.25,42.0,59.34,1.33
Rice,Loamy,14.48,66.21,6.99,117.76,0.0
Sugarcane,Sandy,35.91,46.9,41.14,100.8,0.0
Soybean,Loamy,25.8,89.49,49.26,205.7,0.0
Barley,Sandy,34.19,14.46,19.26,88.77,0.78
Barley,Silt,14.02,36.6,82.15,89.62,0.0
Rice,Clay,33.99,43.15,41.89,59.33,0.61
Tomato,Loamy,32.66,82.46,5.19,234.37,0.0
Cotton,Peat,25.18,89.15,27.18,18.49,0.0
Tomato,Peat,15.3,88.98,46.8,110.66,0.0
Cotton,Loamy,38.8,58.78,57.1,102.37,0.0
Barley,Peat,32.26,67.78,70.79,26.61,0.72
Rice,Sandy,18.66,67.86,35.48,286.68,0.0
Cotton,Silt,23.76,19.34,1.3,76.16,0.0
Sugarcane,Loamy,19.21,74.26,7.6,296.5,0.0
Sugarcane,Clay,30.88,26.99,99.99,225.94,0.0
Soybean,Silt,23.26,31.33,9.68,161.06,0.0
Tomato,Clay,13.61,69.89,48.25,1.06,1.32
Tomato,Clay,28.23,12.85,12.31,86.32,0.0
Rice,Clay,25.01,16.55,22.4,103.3,0.0
Wheat,Silt,19.93,28.59,97.65,234.05,0.0
Wheat,Peat,38.04,35.81,85.36,47.47,3.73
Cotton,Clay,19.83,72.11,7.92,47.33,0.0
Tomato,Peat,11.57,65.2,78.32,100.53,0.0
Cotton,Clay,28.1,79.55,10.41,294.43,0.0
Sugarcane,Loamy,14.56,18.57,99.13,153.09,0.0
Tomato,Sandy,28.48,63.64,79.65,132.6,0.0
Maize,Peat,27.19,36.35,66.63,66.6,0.0
Tomato,Clay,17.74,79.43,78.59,193.51,0.0
Tomato,Silt,28.97,22.06,49.54,93.39,0.0
Wheat,Clay,16.3,80.74,13.58,15.74,0.0
Rice,Silt,13.78,37.32,59.43,259.45,0.0
Barley,Peat,19.62,11.58,36.95,288.51,0.0
Wheat,Silt,43.99,33.35,70.46,224.86,0.0
Sugarcane,Clay,30.35,57.09,76.86,54.52,0.0
Wheat,Peat,42.0,45.53,12.07,270.52,0.0
Sugarcane,Peat,16.74,10.2,66.14,55.59,0.0
Maize,Clay,40.28,57.79,95.85,125.11,0.0
Soybean,Sandy,43.77,62.98,38.18,68.91,0.0
Cotton,Silt,35.67,13.71,85.88,64.18,3.27
Barley,Sandy,44.46,51.7,50.05,273.17,0.0
Sugarcane,Loamy,40.75,72.43,42.96,31.17,0.78
Wheat,Silt,35.0,12.79,30.74,196.79,0.0
Tomato,Clay,28.25,27.95,48.93,275.68,0.0
Soybean,Sandy,14.7,28.43,17.32,26.69,0.8
Wheat,Silt,14.26,81.69,75.02,73.21,0.0
Soybean,Peat,36.66,72.49,66.43,280.12,0.0
Maize,Loamy,23.93,77.7,1.97,226.31,0.0
Cotton,Sandy,44.61,83.21,63.64,164.03,0.0
Rice,Clay,22.78,53.29,33.11,181.11,0.0
Barley,Sandy,31.82,17.37,41.33,58.43,2.63
Soybean,Peat,43.68,54.97,97.67,186.08,0.0
Maize,Peat,19.3,69.82,84.17,58.94,0.0
Cotton,Peat,27.54,15.2,40.9,21.66,4.78
Rice,Peat,30.89,40.87,29.19,130.37,0.0
Cotton,Clay,25.76,89.17,85.72,40.07,0.0
Soybean,Loamy,33.08,23.79,22.05,163.41,0.0
Soybean,Loamy,12.53,15.12,34.99,210.03,0.0
Maize,Clay,13.16,36.86,58.42,227.09,0.0
Wheat,Sandy,43.28,51.51,94.19,20.16,5.48
Tomato,Sandy,34.9,21.97,78.74,246.85,0.0
Soybean,Silt,12.69,43.6,91.55,99.66,0.0
Tomato,Clay,36.89,14.59,65.72,74.35,3.22
Wheat,Clay,22.06,73.42,77.03,236.26,0.0
Maize,Silt,16.77,87.1,65.79,214.26,0.0
Barley,Peat,29.66,21.3,45.61,114.89,0.0
Barley,Silt,43.15,82.06,30.75,233.85,0.0
Cotton,Peat,30.09,80.88,19.9,240.5,0.0
Tomato,Peat,32.17,89.86,75.83,250.28,0.0
Sugarcane,Sandy,18.66,26.4,28.58,44.27,0.19
Rice,Silt,36.36,40.55,63.46,20.68,6.16
Soybean,Peat,22.91,60.75,81.77,115.01,0.0
Sugarcane,Silt,21.77,21.67,86.05,28.81,3.5
Rice,Loamy,40.64,37.43,28.34,67.9,2.02
Wheat,Loamy,24.84,47.74,34.6,93.93,0.0
Wheat,Loamy,15.58,74.31,7.85,146.98,0.0
Cotton,Loamy,21.47,13.78,0.63,81.45,0.0
Barley,Sandy,24.35,72.41,50.09,191.2,0.0
Maize,Peat,22.66,16.19,16.75,152.49,0.0
Maize,Clay,31.66,44.6,67.54,35.66,2.28
Maize,Silt,10.33,44.09,64.73,288.57,0.0
Soybean,Loamy,30.94,38.06,86.37,168.29,0.0
Cotton,Clay,21.52,51.06,56.31,43.98,0.0
Cotton,Clay,31.31,78.33,7.32,143.04,0.0
Maize,Clay,13.57,47.57,44.61,224.36,0.0
Rice,Sandy,32.78,36.56,0.71,176.88,0.0
Cotton,Loamy,20.82,10.78,4.13,76.3,0.0
Sugarcane,Sandy,20.27,60.88,16.78,264.22,0.0
Cotton,Clay,31.39,16.06,31.33,58.69,2.48
Rice,Peat,18.78,68.35,39.09,126.03,0.0
Sugarcane,Sandy,23.57,89.79,45.81,190.41,0.0
Sugarcane,Clay,17.16,30.48,67.55,255.28,0.0
Maize,Sandy,39.78,80.92,38.95,121.05,0.0
Soybean,Clay,40.65,55.48,48.68,144.71,0.0
Barley,Peat,26.75,59.78,23.86,224.34,0.0
Maize,Silt,33.08,40.02,76.66,191.25,0.0
Barley,Silt,30.93,15.64,7.98,83.57,0.31
Sugarcane,Clay,35.96,56.24,92.6,65.16,0.0
Barley,Sandy,25.51,60.24,17.85,60.81,0.0
Maize,Silt,26.44,82.8,47.27,111.31,0.0
Rice,Clay,13.51,81.29,18.05,204.42,0.0
Maize,Sandy,13.77,17.53,48.49,238.33,0.0
Tomato,Silt,24.49,70.7,7.66,175.13,0.0
Rice,Clay,33.35,19.93,18.92,196.17,0.0
Rice,Peat,38.13,21.98,35.02,175.67,0.0
Sugarcane,Loamy,44.24,75.69,93.18,193.75,0.0
Barley,Peat,40.92,21.74,14.87,297.68,0.0
Wheat,Clay,26.58,17.69,85.25,69.74,0.35
Maize,Silt,28.24,50.4,91.35,269.75,0.0
Rice,Clay,24.3,72.19,94.45,149.15,0.0
Soybean,Sandy,10.92,68.08,75.13,8.42,0.3
Maize,Clay,24.87,74.15,32.51,284.98,0.0
Soybean,Sandy,23.4,23.47,30.18,1.49,5.53
Cotton,Silt,30.55,12.14,16.35,285.77,0.0
Maize,Peat,28.45,70.29,5.38,144.23,0.0
Soybean,Silt,28.46,51.52,56.26,1.98,4.18
Sugarcane,Silt,18.91,66.33,52.41,81.46,0.0
Wheat,Sandy,40.71,43.93,69.86,125.95,0.0
Tomato,Silt,35.0,64.99,12.85,80.94,0.0
Wheat,Sandy,32.24,61.77,71.77,126.91,0.0
Barley,Peat,36.09,46.27,21.53,137.16,0.0
Soybean,Loamy,23.61,12.06,5.94,143.96,0.0
Soybean,Peat,33.97,84.54,48.39,259.12,0.0
Wheat,Silt,16.75,43.52,21.3,54.85,0.0
Sugarcane,Loamy,16.18,84.11,55.62,9.89,0.0
Wheat,Loamy,36.0,77.14,5.24,265.09,0.0
Wheat,Loamy,14.99,40.88,58.42,30.99,0.0
Maize,Sandy,28.65,65.43,51.06,97.33,0.0
Rice,Silt,25.37,88.17,35.46,291.84,0.0
Rice,Loamy,31.82,43.84,72.75,239.77,0.0
Wheat,Sandy,37.63,88.35,83.25,98.36,0.0
Tomato,Sandy,16.3,48.6,32.49,213.26,0.0
Maize,Clay,30.96,20.14,58.27,220.86,0.0
Tomato,Silt,23.56,64.98,15.51,97.5,0.0
Barley,Silt,35.27,68.41,67.77,132.88,0.0
Cotton,Loamy,16.05,42.41,13.08,252.07,0.0
Rice,Clay,33.1,74.87,54.35,288.71,0.0
Rice,Clay,38.47,77.63,82.98,116.82,0.0
Maize,Loamy,13.35,83.87,80.77,137.96,0.0
Wheat,Silt,35.12,21.08,36.43,133.12,0.0
Cotton,Silt,39.05,68.62,65.01,122.32,0.0
Wheat,Loamy,29.38,16.07,84.57,200.81,0.0
Cotton,Peat,28.88,80.0,61.12,256.23,0.0
Rice,Clay,33.01,69.01,96.56,248.75,0.0
Maize,Clay,34.69,17.5,6.57,267.14,0.0
Wheat,Silt,13.63,45.04,55.56,157.85,0.0
Soybean,Silt,44.22,47.45,25.46,95.92,0.0
Tomato,Loamy,10.04,88.87,57.47,172.49,0.0
Sugarcane,Clay,35.06,22.48,88.74,74.85,1.97
Maize,Loamy,27.51,77.25,4.35,127.39,0.0
Barley,Peat,27.09,69.45,31.65,39.35,0.0
Tomato,Loamy,34.98,88.78,78.53,258.14,0.0
Wheat,Clay,37.16,46.88,39.42,140.08,0.0
Tomato,Silt,27.47,51.39,55.52,170.48,0.0
Wheat,Clay,19.96,84.62,66.64,235.44,0.0
Soybean,Loamy,27.21,57.21,35.45,91.7,0.0
Rice,Loamy,10.66,14.21,4.41,134.43,0.0
Tomato,Clay,20.9,71.61,17.01,83.76,0.0
Barley,Peat,38.26,62.31,98.6,271.28,0.0
Wheat,Peat,39.0,63.93,6.32,286.34,0.0
Rice,Sandy,17.03,18.9,64.62,199.4,0.0
Wheat,Peat,23.69,47.02,63.78,114.55,0.0
Sugarcane,Clay,35.67,74.72,84.51,279.82,0.0
Cotton,Silt,16.67,50.57,40.61,252.78,0.0
Tomato,Sandy,34.74,78.77,76.16,277.07,0.0
Wheat,Loamy,30.89,35.66,23.48,81.16,0.0
Barley,Silt,24.29,40.21,72.62,205.25,0.0
Cotton,Clay,32.74,52.96,44.4,68.12,0.0
Sugarcane,Peat,23.8,62.66,52.47,97.82,0.0
Sugarcane,Sandy,14.86,17.75,34.13,289.7,0.0
Cotton,Clay,14.54,46.41,18.34,49.56,0.0
Barley,Peat,15.43,39.09,20.57,239.53,0.0
Cotton,Sandy,38.47,15.23,97.12,235.23,0.0
Tomato,Clay,44.83,67.38,9.99,289.12,0.0
Barley,Clay,27.8,13.6,7.48,68.99,1.0
Soybean,Loamy,31.63,58.68,52.48,158.78,0.0
Tomato,Clay,27.7,40.55,61.64,281.25,0.0
Rice,Loamy,34.49,81.92,34.43,204.94,0.0
Sugarcane,Silt,36.44,46.7,0.77,240.39,0.0
Wheat,Loamy,42.49,14.32,33.32,202.48,0.0
Barley,Peat,33.04,68.34,22.01,52.17,0.0
Soybean,Loamy,37.24,83.11,60.41,137.02,0.0
Tomato,Loamy,26.1,81.17,13.06,227.15,0.0
Tomato,Peat,29.41,88.14,98.59,281.86,0.0
Soybean,Clay,25.42,50.39,84.38,243.31,0.0
Tomato,Peat,13.2,44.17,47.17,198.84,0.0
Cotton,Peat,20.3,76.25,57.39,239.29,0.0
Sugarcane,Peat,17.47,62.51,31.81,278.84,0.0
Wheat,Clay,10.23,79.21,9.66,39.49,0.0
Soybean,Sandy,29.74,75.74,81.77,207.94,0.0
Tomato,Silt,17.52,79.61,30.03,294.65,0.0
Rice,Silt,26.56,88.63,92.89,67.56,0.0
Maize,Peat,13.02,56.22,26.53,55.59,0.0
Maize,Clay,38.11,54.44,86.16,259.88,0.0
Soybean,Loamy,37.16,86.9,83.01,48.53,0.0
Tomato,Peat,28.46,63.6,85.88,157.93,0.0
Tomato,Clay,24.18,74.46,88.88,26.57,0.0
Sugarcane,Loamy,13.74,14.08,13.52,138.28,0.0
Sugarcane,Silt,11.26,41.26,38.08,86.66,0.0
Tomato,Peat,24.79,81.4,93.35,53.23,0.0
Tomato,Loamy,38.24,71.8,82.39,294.31,0.0
